,text,favorite_count,retweet_count,created_at,Target
340,"RT @Food_EU: Todayâ€™s meeting could hardly be more timely. 

Russiaâ€™s atrocious invasion of Ukraine has brought the question of #FoodSecuritâ€¦",0,5,2022-03-31 08:07:37+00:00,2
341,"RT @EP_Agriculture: â—ï¸Starting in 5 minutes: @EP_Agriculture meets to:
ðŸ”¹vote on an EU Action plan on Organic Agriculture &amp; LULUCF
ðŸ”¹debate Eâ€¦",0,7,2022-03-31 07:50:37+00:00,0
342,"@jwojc @ENRD_CP @EUinmyRegion @connectivityEU @EUClimateAction @EU_Growth @Energy4Europe @Transport_EU Want to join the #RuralPact community?

Over 500 people and organisations already signed up, to discuss EU policies on rural areas and share their ideas",6,4,2022-03-30 12:27:59+00:00,2
343,"RT @ceiprex: @EUAgri organiza la conferencia ""Pacto rural"" los prÃ³ximos 15 y 16 de junio en Bruselas. SerÃ¡ accesible tambiÃ©n en streamingâ€¦",0,1,2022-03-30 12:23:06+00:00,0
344,"RT @H2020DEMETER: 1âƒ£ day left to register for The Farmer's Voiceâš ï¸

We are excited to share our #farmer survey results on the barriers &amp; drâ€¦",0,15,2022-03-30 10:42:40+00:00,0
345,"Save the date for the #RuralPact conference!

We'll discuss the long Term Vision for EU Rural Areas with guests from all member states.

ðŸ“†15-16 June, Brussels

Register to come in person or follow the streaming
âž¡ï¸ https://t.co/zXce3p3RCN
#RuralVisionEU https://t.co/PaAiYhsym7",76,43,2022-03-30 10:31:59+00:00,2
346,"RT @EU_IPO: Here it is! The 1st protected geographical indication from the African Intellectual Property Organization region.

 ðŸ‡ªðŸ‡ºðŸ‡¨ðŸ‡² Cameroâ€¦",0,3,2022-03-30 09:08:10+00:00,2
347,"RT @EUAgri: New study shows positive impact of the POSEI &amp; SAI programmes, supporting agiculture in EU's outermost regions ðŸŒŠ

The programmeâ€¦",0,8,2022-03-30 08:06:59+00:00,2
348,"RT @learnaboutcap: PORTAL LEARN ABOUT CAP  ÎˆÎ½Î± ÎµÎ¾Î±Î¹ÏÎµÏ„Î¹ÎºÎ¬ Ï‡ÏÎ®ÏƒÎ¹Î¼Î¿ ÎµÏÎ³Î±Î»ÎµÎ¯Î¿ Î³Î¹Î± Ï„Î¿Î½ Î±Î³ÏÎ¿Ï„Î¹ÎºÏŒ ÎºÏŒÏƒÎ¼Î¿ , Ï€ÏÎ¿Ï‚ ÎµÎ½Î·Î¼Î­ÏÏ‰ÏƒÎ·, Î±Î»Î»Î¬ ÎºÎ±Î¹ Î¬Î½Ï„Î»Î·ÏƒÎ· Ï€Î»Î·ÏÎ¿Ï†â€¦",0,2,2022-03-30 08:02:52+00:00,0
349,"RT @Food_EU: To protect bees ðŸ, the use of Sulfoxaflor needs to be restricted to greenhouses

We call on Member States to support our propoâ€¦",0,5,2022-03-30 08:01:35+00:00,0
350,"RT @jwojc: In a meeting with @frida_krifca, Minister of Agriculture and Rural Development of Albania ðŸ‡¦ðŸ‡±, to discuss:
âž¡ï¸recent adoption of Iâ€¦",0,4,2022-03-29 14:27:11+00:00,0
351,"RT @vonderleyen: As part of #StandUpForUkraine, we launched a new system for companies to donate in-kind support.

From vaccines and medicaâ€¦",0,561,2022-03-29 12:43:26+00:00,0
352,"New study shows positive impact of the POSEI &amp; SAI programmes, supporting agiculture in EU's outermost regions ðŸŒŠ

The programmes cover Guadeloupe, French Guiana, Martinique, Mayotte, Saint-Martin and RÃ©union, Canary Islands, the Azores, Madeira and the smaller Aegean islands.",13,8,2022-03-29 12:31:25+00:00,2
353,"RT @Food_EU: +1âƒ£!

Making it now 117 organisations that have signed the #EUCodeOfConduct on Responsible Food Business &amp; Marketing Practicesâ€¦",0,2,2022-03-29 10:55:12+00:00,0
354,"RT @EU_Commission: Are you a researcher from Ukraine? 

ðŸ“ŒWe have launched ERA4Ukraine, a new one-stop-shop portal for you with all relevantâ€¦",0,257,2022-03-29 10:26:40+00:00,0
355,"RT @EP_Agriculture: ðŸ—“ï¸AGRI Committee meets on Thursday
On the agenda:
â–ªï¸EU Action plan on Organic Agriculture
â–ªï¸LULUCF
â–ªï¸EU geographical inâ€¦",0,12,2022-03-29 09:19:53+00:00,2
356,"RT @jwojc: Meeting with Mr Timur Suleimenov, Deputy Chief of Staff of Kazakhstan's President, in the context of Russian aggression on Ukraiâ€¦",0,1,2022-03-29 08:17:27+00:00,1
357,"Carbon removals from forests, agriculture and tech solutions are key to become climate neutral.

Participate in the online consultation on certification of #EUCarbonRemovals by 2 May.
ðŸ‘‰ðŸ½ https://t.co/RdlHB5WzKv

#EUGreenDeal https://t.co/beVAJoDz1Q",39,25,2022-03-28 16:50:11+00:00,0
358,"RT @EU_Health: An apple a dayðŸðŸ™‚

Improving health promotion through access to healthy diets and physical activity is a crucial element of câ€¦",0,8,2022-03-28 14:42:25+00:00,2
359,"#SchoolSchemeEU includes:
ðŸŽ free food in schools,
ðŸ„ farm visits,
ðŸŒ± school gardens,
ðŸ³cooking classes,
and other activities for children to learn about food, agriculture and nutrition.

All info: https://t.co/BtiNoUiPb1 https://t.co/RYeMWIDVA1",12,5,2022-03-28 13:39:40+00:00,0
360,"For the next school year, the EU budgeted over â‚¬220 million to distribute free fruit, vegetables &amp; milk to schoolchildren.

#SchoolSchemeEU  ðŸŽ’ðŸ¥•ðŸŽðŸ¥› https://t.co/DwUdcgFArw",18,12,2022-03-28 13:33:57+00:00,2
361,"RT @SfEP: Applications are open for the #EUOrganic Awards! ðŸŽ‰ 

To stop #biodiversity loss driven by intensive #agriculture ðŸšœ, EU policymakeâ€¦",0,3,2022-03-28 10:42:27+00:00,0
362,"RT @Food_EU: ðŸ“‹ New Report â¬‡ | #EUFarm2Fork

How is #AnimalWelfare measured at farm level?

ðŸ‡ªðŸ‡º Member State authorities must have control plâ€¦",0,7,2022-03-28 09:21:06+00:00,0
363,"RT @Ambrosino_EU: ðŸŒ±le candidature ai premi UE per la produzione biologica sono aperte fino all'8 giugno!

@EUAgri 
@vin_giorgio 
@tommaso5mâ€¦",0,5,2022-03-26 08:55:39+00:00,0
364,RT @jwojc: Very important call for work to be taken forward in relation to the rising food prices and #FoodSecurity from the conclusions adâ€¦,0,8,2022-03-26 08:55:29+00:00,0
365,"RT @EUinNL: #EUOrganic awards: Biologische landbouw vergroot de biodiversiteit, is goed voor bestuivers en bevordert het dierenwelzijn. Hetâ€¦",0,1,2022-03-25 15:12:23+00:00,0
366,"RT @EUinPL: ZgÅ‚oÅ› swÃ³j projekt do nagrÃ³d ekologicznych UE #EUOrganic Awards!

Kategorie: 
ðŸŒ± Rolnik ekologiczny
ðŸŒ± Region ekologiczny
ðŸŒ± Miastâ€¦",0,5,2022-03-25 15:12:14+00:00,0
367,"RT @EIPAGRI_SP: Time to let #innovation in #organicfarming shine!ðŸŒŸ
The #EUorganic Awards reward excellence along the #organic value chain.â€¦",0,7,2022-03-25 14:09:36+00:00,0
368,"RT @OrganicsEurope: Today, 1âƒ£ year after the launch of the #OrganicEU Action Plan, an important awareness tool, the #EUorganic Awards, hasâ€¦",0,4,2022-03-25 14:08:23+00:00,0
369,"@PVincourt Salut @PVincourt, on veut stimuler la production bio pour rÃ©duire la dÃ©pendance de notre agriculture des engrais chimiques, pesticides et antimicrobiens.

Si vous Ãªtes plutÃ´t intÃ©resse par la recherche agronomique financÃ©e par lâ€™UE, plu",0,0,2022-03-25 14:07:58+00:00,0
370,"RT @Europarl_PL: ðŸŒ± ðŸ‡ªðŸ‡º Chcesz pomÃ³c zwiÄ™kszyÄ‡ Å›wiadomoÅ›Ä‡ spoÅ‚ecznÄ… na temat produkcji ekologicznej w UE? Realizujesz ciekawy projekt, ktÃ³ryâ€¦",0,9,2022-03-25 12:39:39+00:00,0
371,"RT @OrganicsEurope: On this year's #EUorganicDay we will be awarding, together with our colleagues at @COPACOGECA, the category of BEST ORGâ€¦",0,3,2022-03-25 12:39:36+00:00,2
372,"RT @EESC_PRESS: ðŸ†The @EU_EESC will be co-organising the first-ever #EUOrganic Awards, for BEST ORGANIC:

ðŸƒSME
ðŸ›’Food retailer
ðŸ³Restaurant

Râ€¦",0,8,2022-03-25 12:39:25+00:00,0
373,"RT @EU_EESC: ðŸŒ±Organic producers &amp; distributors play a key role on reducing agricultureâ€™s impact on the environment and biodiversity.

ðŸ…Theâ€¦",0,6,2022-03-25 12:39:21+00:00,
374,RT @eurireland: #EUStateAid - The @EU_Commission has approved a â‚¬50 million IrishðŸ‡®ðŸ‡ª scheme to support the beefðŸ‚ sector affected by the #corâ€¦,0,4,2022-03-25 12:39:04+00:00,0
375,"RT @UrosBrezan: Today we launch the first #EUOrganic Awards rewarding #Organic actors . With 8 categories, and 7 prizes @EU_CoR will take iâ€¦",0,6,2022-03-25 10:36:57+00:00,2
376,"RT @EESC_President: Are you an #organic SME, food retailer or restaurant in the ðŸ‡ªðŸ‡ºEU? 

ðŸ‘‰Apply now for #EUOrganic AwardsðŸ†
âž¡ï¸https://t.co/fqâ€¦",0,6,2022-03-25 10:36:53+00:00,0
377,"RT @EUClimateAction: Carbon removals from forests, agriculture and tech solutions are ðŸ”‘ to become climate neutral.

#EUHaveYourSay on certiâ€¦",0,57,2022-03-25 10:14:52+00:00,0
378,"RT @EU_ENV: #Natura2000Awards 2022:
21 finalists from 13 countries, in 5 categories #ForNature

Which one will YOU choose?
Elect the #Naturâ€¦",0,16,2022-03-25 10:14:14+00:00,0
379,RT @EU_EESC: â€œI am calling on all actors in the organic value chain to apply and on all of you to disseminate the information. We hope we'lâ€¦,0,3,2022-03-25 10:05:49+00:00,0
380,"RT @EU_CoR: Are you a local authorities promoting #organic agriculture?ðŸŒ¿ Apply now to #EUOrganic AwardsðŸ‘‡
âœ”Best Organic City
âœ”Best Organic Râ€¦",0,17,2022-03-25 09:57:56+00:00,0
381,"RT @EU_CoR: Our member @UrosBrezan, Mayor of Tolmin, Slovenia and rapporteur on organic farming is inviting you to take part in the #EUOrgaâ€¦",0,4,2022-03-25 09:48:12+00:00,0
382,"RT @COPACOGECA: ""We must use all tools at our disposal to promote the uptake of organic farming. One of the most important tools is certainâ€¦",0,7,2022-03-25 09:47:25+00:00,0
383,"@ruminantia_it Qui il sito in italiano â¬‡ï¸ #EUOrganic
https://t.co/Q8wYIXV4bt",1,0,2022-03-25 09:46:42+00:00,0
384,RT @ruminantia_it: Aperte le iscrizioni per i primi #EUOrganic Awards ðŸ‘‡,0,1,2022-03-25 09:45:13+00:00,0
385,"RT @OrganicsEurope: Today, with @EUAgri &amp; co-organisers @EU_EESC @EU_CoR @COPACOGECA, we will jointly open the application period for the 1â€¦",0,5,2022-03-25 09:44:55+00:00,0
386,"RT @OrganicsEurope: Last year, in our action plan for the development of #OrganicProduction, we announced the creation of these awards. Todâ€¦",0,2,2022-03-25 09:44:45+00:00,2
387,"RT @COPACOGECA: Together with our colleagues at @OrganicsEurope we will be awarding the BEST ORGANIC FARMER (MALE &amp; FEMALE) ðŸ‘©â€ðŸŒ¾ðŸ§‘â€ðŸŒ¾

Check oâ€¦",0,4,2022-03-25 09:44:37+00:00,0
388,RT @FAOFFKP: ðŸ† #EUOrganic Awards,0,1,2022-03-25 09:43:53+00:00,0
389,"RT @SEAE_Agroecolog: Las categorÃ­as de los #PremiosEcolÃ³gicosEuropeos #EUOrganic premian al/la mejor:
ðŸŒ± Agricultor ecolÃ³gico (mujer y hombrâ€¦",0,1,2022-03-25 09:43:49+00:00,2
390,"ðŸ† #EUOrganic Awards

ðŸ‘©â€ðŸ³ Best #organic restaurant.

Apply here: https://t.co/DgtcYZXU8q https://t.co/00yBfUbeoi",1,0,2022-03-25 09:43:42+00:00,2
391,"ðŸ† #EUOrganic Awards

ðŸ›’ Best #organic food retailer.

Apply here: https://t.co/DgtcYZXU8q https://t.co/wM32R79s7D",2,0,2022-03-25 09:39:01+00:00,2
392,"ðŸ† #EUOrganic Awards

ðŸ” Best Small and Medium Enterprise processing #organic food.

Apply here: https://t.co/DgtcYZXU8q https://t.co/WKG4akGo6N",0,0,2022-03-25 09:36:41+00:00,2
393,"ðŸ† #EUOrganic Awards

ðŸ˜ï¸ Best #organic #BioDistrict

Apply here: https://t.co/z6bMrkqQPG https://t.co/kv3hKlkCam",1,0,2022-03-25 09:34:49+00:00,0
394,"ðŸ† #EUOrganic Awards

ðŸ™ï¸ Best #organic city

Apply here: https://t.co/nrq215S0uH https://t.co/n7ceszcroc",0,0,2022-03-25 09:32:52+00:00,2
395,"ðŸ† #EUOrganic Awards

ðŸžï¸ Best #organic region

Apply here: https://t.co/JLxtyfXMlc https://t.co/rwTsREtXl4",0,0,2022-03-25 09:29:56+00:00,0
396,"ðŸ† #EUOrganic Awards

ðŸ‘¨ðŸ½â€ðŸŒ¾ðŸ‘©ðŸ»â€ðŸŒ¾ Best #organic farmer

Apply here: https://t.co/yif6FSTODS https://t.co/kqRUfDMk3L",9,3,2022-03-25 09:28:09+00:00,0
397,"Applications OPEN for the first #EUOrganic Awards!

Categories:
ðŸŒ± Best organic farmer (female &amp; male)
ðŸŒ± Best organic region
ðŸŒ± Best organic city
ðŸŒ± Best #BioDistrict
ðŸŒ± Best organic SME
ðŸŒ± Best organic food retailer
ðŸŒ± Best organic restaurant

ðŸ‘‰ https://t.co/Ky7a06Scb2 https://t.co/XsQxNMZprE",74,46,2022-03-25 09:23:00+00:00,0
398,"RT @EIPAGRI_SP: ðŸ“£ Call for applicants - #EIPagri workshop 'Conversion to #organicfarming' ðŸŒ±
Do you want to share your knowledge, experienceâ€¦",0,13,2022-03-25 09:07:22+00:00,2
399,"RT @COPACOGECA: Today is the day!
#EUOrganic Awards go live ðŸŽ‰
Together with partners from @EU_EESC @EU_CoR and @OrganicsEurope and under thâ€¦",0,9,2022-03-25 09:07:02+00:00,0
400,"RT @jwojc: Together with @EU_EESC, @EU_CoR, @COPACOGECA and @OrganicsEurope, Iâ€™m about to launch the application period for the first editiâ€¦",0,17,2022-03-25 09:01:23+00:00,0
401,RT @EU_Health: We #StandWithUkraine and support ðŸ‡ªðŸ‡ºMember States to meet the needs of ðŸ‡ºðŸ‡¦Ukrainian refugees fleeing the war â¬‡,0,5,2022-03-25 08:40:07+00:00,0
402,"RT @EUAgri: #EUOrganic Awards: what are they all about?

We discuss it on #Food4EU podcast.

With @jwojc, @OrganicsEurope members @kurt_sanâ€¦",0,18,2022-03-25 08:27:43+00:00,0
403,"RT @EU_ENV: #Natura2000Awards 2022:
21 finalists from 13 countries, in 5 categories #ForNature

Which one will YOU choose?
Elect the #Naturâ€¦",0,5,2022-03-24 14:45:11+00:00,0
404,"RT @EU_Commission: We are now on Telegram! 

Join our channel for regular EU updates on:
ðŸ”¹ our latest announcements
ðŸ”¹ our support to Ukrainâ€¦",0,78,2022-03-24 14:41:40+00:00,2
405,"#EUOrganic Awards: what are they all about?

We discuss it on #Food4EU podcast.

With @jwojc, @OrganicsEurope members @kurt_sannen &amp; Barbara Altmann, organic farmer @LoneAndersen7 &amp; more guests.

ðŸŽ§ Listen wherever you get you podcasts â†“",21,18,2022-03-24 14:19:05+00:00,2
406,"RT @efua_eu: At last, EFUA can provide the missing link for you !! Today we sent out the URL for subscribers to join in our FACTS Conferencâ€¦",0,3,2022-03-24 13:53:55+00:00,2
407,RT @EU_Commission: ÐÐ°ÑˆÐ° Ð¿Ñ€Ð¾Ð³Ñ€Ð°Ð¼Ð° ÐµÐºÑÑ‚Ñ€ÐµÐ½Ð¾Ñ— Ð¿Ñ–Ð´Ñ‚Ñ€Ð¸Ð¼ÐºÐ¸ Ð´Ð»Ñ Ð£ÐºÑ€Ð°Ñ—Ð½Ñ– Ð¾Ð±ÑÑÐ³Ð¾Ð¼ 330 Ð¼Ñ–Ð»ÑŒÐ¹Ð¾Ð½Ñ–Ð² Ñ”Ð²Ñ€Ð¾ Ð´Ð¾Ð¿Ð¾Ð¼Ð¾Ð¶Ðµ Ð·Ð°Ð±ÐµÐ·Ð¿ÐµÑ‡Ð¸Ñ‚Ð¸ Ð´Ð¾ÑÑ‚ÑƒÐ¿ Ð´Ð¾ Ð¿Ñ€ÐµÐ´Ð¼ÐµÑ‚Ñ–Ð² Ð¿ÐµÑ€ÑˆÐ¾Ñ—â€¦,0,28,2022-03-24 10:36:31+00:00,0
408,RT @szabotmatyas: With a reference to the impacts of food prices on vulnerable citizens,0,2,2022-03-24 10:26:42+00:00,2
409,"RT @EU_Commission: The Ukrainian flag is today the flag of freedom. ðŸ‡ºðŸ‡¦

Today marks the first month since Russia invaded Ukraine.

Since thâ€¦",0,465,2022-03-24 10:18:11+00:00,2
410,"RT @REA_research: ðŸ“°Check out our latest #EUAgriPromo newsletter with updates on:

â“FAQs &amp; guidance on Ukraine 
ðŸ¥˜Agri-food produce events
ðŸ“¢Câ€¦",0,2,2022-03-24 10:09:19+00:00,2
411,"RT @jwojc: During the meeting we agreed that in order to further strengthen #FoodSecurity, we also need to strengthen our farmers' economicâ€¦",0,7,2022-03-24 09:05:30+00:00,2
412,RT @jwojc: Meeting @CiolosDacian and @AlinMituta to discuss the effects of the war in Ukraine ðŸ‡ºðŸ‡¦ on the agricultural sector (including prodâ€¦,0,8,2022-03-24 08:57:43+00:00,2
413,"RT @vonderleyen: Today Putin is blocking hundreds of ships filled with wheat in the Black Sea.
Â 
I call on Putin to let these ships go.
Â 
Eâ€¦",0,1277,2022-03-23 14:55:40+00:00,1
414,"RT @LeonardMizziEU: *New* ðŸ‡ªðŸ‡º Commission communication on global food security in light of rising commodity prices:

ðŸ“ˆRegular food securityâ€¦",0,12,2022-03-23 14:49:30+00:00,2
415,"RT @EP_Agriculture: ðŸš¨Today at ~18:00 #EPlenary to debate food security inside and outside the EU in light of the Russian invasion of ðŸ‡ºðŸ‡¦
Livâ€¦",0,13,2022-03-23 14:49:11+00:00,2
416,"RT @EUAgri: New EU actions for #FoodSecurity following Russia's invasion of Ukraine.

While food security is not at risk in the EU, these mâ€¦",0,42,2022-03-23 14:40:51+00:00,2
417,"RT @EU_Commission: We are proposing ways to alleviate high energy prices with common gas purchases and minimum gas storage obligations.

Thâ€¦",0,53,2022-03-23 14:40:43+00:00,2
418,"RT @LIFEprogramme: A video that speaks for itself.

We're proud of what we've been doing #ForNature and #EUBiodiversity since 1992.

We invâ€¦",0,43,2022-03-23 14:31:45+00:00,2
419,"@TerryDaynard Right now increased production can help ensure global food security, in the medium term we need to reduce the input dependence of EU farming.

That's why the EU aims to reduce fertiliser use through precision farming, organic, agro-ecology.
",0,0,2022-03-23 14:22:50+00:00,2
420,"RT @jwojc: The strong system of the CAP was created 60 years ago. It was not broken during the Cold War, it was not broken during COVID panâ€¦",0,9,2022-03-23 13:58:52+00:00,2
421,"RT @VDombrovskis: With surging food prices caused by Russiaâ€™s war against Ukraine, any export ban or trade restriction is the last thing thâ€¦",0,16,2022-03-23 13:38:44+00:00,2
422,"RT @HorizonEU: ðŸ“Œ Farmers, food businesses, and consumers need tools to better manage land &amp; animal resources for food production &amp; sustainaâ€¦",0,6,2022-03-23 13:37:49+00:00,2
423,"RT @COCERAL_EU: We welcome the new support for ðŸ‡ºðŸ‡¦ Ukrainian farms, and stand ready to work with our members to facilitate all efforts to enâ€¦",0,5,2022-03-23 13:17:53+00:00,2
424,"RT @VDombrovskis: When it comes to food &amp; war in Ukraine, now is the time for ðŸ‡ªðŸ‡º to show solidarity, helping:

ðŸ“ŒUkraine, its people &amp; farmeâ€¦",0,43,2022-03-23 12:43:54+00:00,2
425,"""Ukraine is the granary of the world.

Ukraine alone provides more than half of the World Food Programme's wheat supply"".

- President @vonderleyen, presenting the ðŸ‡ªðŸ‡º â‚¬2.5 billion package to help the regions most affected by food insecurity â¬‡ï¸ #FoodSecurity https://t.co/iYhqmPPgYS",8,5,2022-03-23 12:41:01+00:00,2
426,RT @rupertschlegelm: The avoidance of #export restrictions is really important. We learned in the last major world #food price #crisis 2007â€¦,0,5,2022-03-23 12:11:30+00:00,2
427,"RT @EU_Commission: ðŸŒ¾Food security is not at risk in the EU today.

But Russia's invasion of Ukraine and rising input costs for farmers, mayâ€¦",0,118,2022-03-23 11:57:12+00:00,2
428,"RT @MamerEric: Today @EU_Commission is taking action to safeguard #FoodSecurity following the war in #Ukraine 

We want to:
âž–help Ukraine fâ€¦",0,18,2022-03-23 11:56:52+00:00,2
429,RT @Trade_EU: The EU needs a robust and diverse network of trade agreements to ensure safe and continued sources of imports and markets forâ€¦,0,7,2022-03-23 11:56:31+00:00,2
430,"RT @Trade_EU: ðŸ‡ªðŸ‡ºðŸ¤ðŸŒ As a major exporter of wheat, the EU will help cover the expected global wheat shortage.

To make sure food goes where iâ€¦",0,17,2022-03-23 11:56:13+00:00,2
431,"RT @jwojc: Russia seeks to use the soil of Ukraine ðŸ‡ºðŸ‡¦ as a weapon of hunger, against its own people and against the world.
 
In the face ofâ€¦",0,35,2022-03-23 11:48:24+00:00,2
432,"The Commission is committed to taking all necessary measures to ensure that people in the EU and across the world have access to affordable food.

We will keep monitoring global food supply and food prices.

More info: https://t.co/cZpTW52sSK

#FoodSecurity https://t.co/DkVruqlWOJ",6,3,2022-03-23 11:44:18+00:00,2
433,"Reducing the dependency of EU agriculture on energy, energy intensive imports and feed imports is more than ever a necessity. 

The Commission will ensure the #EUFarm2Fork strategy makes EU food systems more sustainable and resilient without affecting productivity.

#FoodSecurity",2,1,2022-03-23 11:36:51+00:00,0
434,"To support EU farmers affected by higher cost of fuel and feed and closure of export markets, the Commission adopted a â‚¬500 million support package and other exceptional market measures. #FoodSecurity https://t.co/uSOeqXyTNa",4,1,2022-03-23 11:36:12+00:00,2
435,"To make sure food goes where it's most needed, the Commission calls on all countries to avoid export restrictions and export bans.

At EU level, the Single Market Emergency Instrument will help country coordinate and avoid unjustified restriction. #FoodSecurity @Trade_EU",0,2,2022-03-23 11:33:18+00:00,2
436,"As a major exporter of wheat, the EU will help cover the expected global wheat shortage.

To enlarge production capacity, the Commission will temporarily allow the production of crops on fallow land, while maintaining #CAP greening payments. #FoodSecurity https://t.co/G3Pih9tWTU",2,1,2022-03-23 11:32:45+00:00,0
437,"The war threatens food supplies in countries that rely on cereal imports from Ukraine and Russia, especially in North Africa and the Middle East.

The EU pledged â‚¬2.5 billion for international cooperation on #FoodSecurity and nutrition to support affected regions. #EUSolidarity https://t.co/Eg53psm1Nn",7,8,2022-03-23 11:30:20+00:00,2
438,"To enable Ukraine to feed its citizens, and eventually to export its agricultural products again, it's crucial to ensure that:
ðŸ”¸ seeds, diesel and fertiliser reach farms, where possible,
ðŸ”¸ transportation and storage facilities are maintained. 

#FoodSecurity #StandWithUkraineï¸",4,2,2022-03-23 11:28:47+00:00,2
439,"#FoodSecurity in Ukraine is of great concern, as Russia seems to be targeting food storage.

The EU adopted a â‚¬330 million Emergency Support Programme, including food assistance, and is helping Ukraine put in place a food security strategy. #EUSolidarity #StandWithUkraineï¸ https://t.co/VnzfCaopSA",7,10,2022-03-23 11:27:57+00:00,2
440,RT @jwojc: The Commission Communication â€œSafeguarding food security and reinforcing the resilience of food systemsâ€ has been just adopted.â€¦,0,8,2022-03-23 11:25:55+00:00,2
441,"New EU actions for #FoodSecurity following Russia's invasion of Ukraine.

While food security is not at risk in the EU, these measures will:
ðŸ”¸ help Ukraine feed its citizens
ðŸ”¸ assist the regions where food supplies are affected by the war
ðŸ”¸ support EU farmers

#EUSolidarity",52,42,2022-03-23 11:25:38+00:00,2
442,"#IPARD programmes are part of the EU instrument for pre-accession assistance.

They help beneficiary countries make their farming sector and rural areas more prosperous and sustainable, while aligning them with EU standards.

All info on IPARD: https://t.co/wbSLUSKgf1",4,2,2022-03-23 11:20:34+00:00,2
443,"Over â‚¬900 million EU funding for rural areas in the Western Balkans and Turkey.

Today the the European Commission adopted four #IPARD programmes to support agriculture and rural development in:
ðŸ‡¦ðŸ‡± Albania,
ðŸ‡²ðŸ‡° North Macedonia,
ðŸ‡·ðŸ‡¸ Serbia,
ðŸ‡¹ðŸ‡· and Turkey.",19,9,2022-03-23 11:15:34+00:00,0
444,"The Commission is taking measures to ensure that, despite supply chain disruptions due to Russia's invasion of Ukraine, people in Ukraine and across the world have access to affordable food.

#FoodSecurity",5,4,2022-03-23 11:14:52+00:00,0
445,"Ukraineâ€™s arable crops sector accounts for 84% all agri-food exports from the country.

While the EU is self sufficient in many agri-food products, the war will affect other countries that depend on Ukraine's wheat, as well as having devastating effects on the Ukrainian economy.",3,4,2022-03-23 11:10:18+00:00,2
446,"Ukraine exported almost â‚¬7 billion worth of agri-food products to the EU in 2021, mostly cereals and oilseed products, making it the EUâ€™s 4th largest agri-food trading partner.

Russia exported â‚¬2.1 billion of agri-food products to the EU in 2021, mostly feed ingredients.",1,1,2022-03-23 11:08:43+00:00,2
447,"EU agri-food trade value reached record levels in 2021, despite the pandemic and rising energy costs.

Today we published the #EUTrade report for the year 2021, with a special focus on trade with Ukraine &amp; Russia â¬‡ï¸",30,13,2022-03-23 11:06:42+00:00,2
448,"RT @EUgreenresearch: Ecological practices help #farmers increase their profits &amp; meet #sustainable #agricultural goalsðŸŒ±

What is needed toâ€¦",0,17,2022-03-23 08:59:32+00:00,1
449,"RT @MiriamGarciaFr: Tune in to the press conference today by @VDombrovskis and @jwojc after College 

â–¶ï¸ safeguarding food security &amp; reinfâ€¦",0,10,2022-03-23 08:28:33+00:00,0
450,Today the Commission will discuss global #FoodSecurity in the wake of Russia's invasion of Ukraine â¬‡ï¸ https://t.co/FccFmU9s0d,25,11,2022-03-23 08:10:22+00:00,2
451,@AfricaIPR @UEauCameroun @EU_IPO @OAPI_TWIT Congrats on the first Cameroonian GI registered in the EU! ðŸ‘,6,2,2022-03-22 16:59:30+00:00,0
452,RT @AfricaIPR: ðŸ“¢Happening now: the EU Delegation in #Cameroon hand GI certificate to representatives of the Poivre de Penja Producerâ€™s Assoâ€¦,0,9,2022-03-22 16:58:02+00:00,0
453,RT @JuttaUrpilainen: Hunger is on the raise. Disruptions to supply chains caused by ðŸ‡·ðŸ‡ºâ€˜s war against ðŸ‡ºðŸ‡¦ come on top of the effects of the pâ€¦,0,37,2022-03-22 15:48:32+00:00,0
454,RT @EU_Commission: Everyone wants to do their bit to support people who have been forced to flee Ukraine because of the invasion or who staâ€¦,0,57,2022-03-22 15:14:59+00:00,1
455,"RT @EUgreenresearch: Human activity causes environmental degradation

That is why #HorizonEU calls on different actors to join forces to #Câ€¦",0,23,2022-03-22 14:42:14+00:00,0
456,"RT @HorizonEU: ðŸ“¢ Are you a #researcher from Ukraine ðŸ‡ºðŸ‡¦?

Discover the ðŸ†• ERA4Ukraine platform and find support initiatives in ðŸ‡ªðŸ‡º, per countrâ€¦",0,46,2022-03-22 12:30:59+00:00,0
457,"#COMAGRI MEPs will discuss the consequences of the Russian invasion of Ukraine on the farming sector with Ukrainian Minister for Agriculture Leshchenko.
 
ðŸ“† Tuesday, 22 March
ðŸ•˜ 13.45

Live â¬‡ï¸ https://t.co/VqrNNmp8rw",9,1,2022-03-22 12:30:25+00:00,2
458,RT @EIPAGRI_SP: Did you know that 3ï¸âƒ£2ï¸âƒ£#EIPagri #OperationalGroup projects in the European Union are looking for solutions to manage #grouâ€¦,0,4,2022-03-22 10:32:28+00:00,0
459,RT @efua_eu: Don't forget to register - our full FACTS programme and the link to join the conference are now available. Please share with yâ€¦,0,6,2022-03-22 09:27:16+00:00,0
460,"The #AgriData API (Application Programming Interface) allows users to automatically retrieve information from our database.

Learn how ðŸ‘‡
https://t.co/mRcSUvgL6Z https://t.co/ACLasnPtPb",7,2,2022-03-22 08:54:07+00:00,2
